a1_0,a1_1,a1_2,a1_3,a2_0,a2_1,a3_0,a3_1,a3_2,a3_3,a3_4,a3_5,b1_0,b1_1,b1_2,b1_3,b2_0,b2_1,b2_2,b2_3,b2_4,b3_0,b3_1,b3_2,b3_3,b4_0,b4_1,b4_2,b4_3,c1_0,c1_1,c1_2,c1_3,c1_4,c1_5,c1_6,c1_7,c1_8,c1_9,c1_10,c1_11,c2_0,c2_1,c2_2,c2_3,c2_4,c2_5,c3_0,c3_1,c3_2,c4_0,c4_1,risk_index,risk_label
1,2,2,1,2,1,2,1,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1.0855214809027778,LOW
2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,1.3748062972839503,LOW
2,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,1,1.8003918291666667,LOW
2,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,0.9728418222222224,LOW
1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0.9483104210185184,LOW
2,2,1,2,2,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1.3192604381790127,LOW
2,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,1.0522912599999998,LOW
1,1,1,2,1,1,2,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1.1435811186882718,LOW
1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,2,1,1,2,1,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,0.967187925925926,LOW
1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,1.1236392442592595,LOW
2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,0.9914990514814815,LOW
1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1.3259299184027777,LOW
1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1.0875564635802468,LOW
1,1,2,2,2,1,2,1,2,1,1,2,2,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1.264049032438272,LOW
1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1.016229610339506,LOW
1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,2,1,1,1,1,2,1.2283469202006172,LOW
1,1,2,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1.2209605301157405,LOW
1,1,2,1,2,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,1,1,2,1,1.3586470177777776,LOW
2,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1.3582249939583333,LOW
2,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1.1704709454166666,LOW
2,2,1,2,2,2,2,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1.015355274074074,LOW
2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1.4061561799999998,LOW
2,1,1,2,1,2,2,1,2,1,1,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,1,2,2,1.2917399863734567,LOW
2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,1,2,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1,1,1.3970273379629634,LOW
2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1.1795492705555555,LOW
1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,0.9841309056790125,LOW
1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1.2982059196527778,LOW
2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,1.845039275625,LOW
1,1,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,1,1,0.9438241252314815,LOW
2,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,2,2,1,1,1,2,1,2,1,2,1,2,1,1.2126570101851855,LOW
1,1,2,1,2,1,1,2,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2,1,1.1677910648148146,LOW
2,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1.132609731203704,LOW
1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,1.397442456450617,LOW
2,2,1,2,1,1,2,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2,1,1,0.9213843266203704,LOW
1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,2,1.2594708000000001,LOW
1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,1,0.8542004119444445,LOW
1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,0.9438108847222221,LOW
1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,1,1,0.9582642453935184,LOW
1,2,1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,2,1,1.2070169290123458,LOW
1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,1.466177845648148,LOW
1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,2,2,2,2,1.1380860546296294,LOW
2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,0.840630375,LOW
1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1.218128150462963,LOW
1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1,2,1.4170298313888885,LOW
2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1.0371434104938273,LOW
1,2,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2,1,2,1,2,2,1,1,2,1.005339970439815,LOW
1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,1.003522608888889,LOW
1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1.0230144232253089,LOW
1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,1,1,2,2,1,2,1,1,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1.2816656058796299,LOW
1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1.1694704938271607,LOW
2,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1.1563416666666666,LOW
2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,0.9965584567901233,LOW
1,2,1,2,1,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,0.9871315191358023,LOW
2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1.3583988494830244,LOW
1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,0.8561184948148146,LOW
2,1,1,2,1,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,2,1,2,1,1.1357903729166665,LOW
1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,1,1,2,1.1615040589506174,LOW
2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1.5423375644444448,LOW
1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,0.9339441196296299,LOW
1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2,1,2,0.9578814247376541,LOW
1,2,1,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,2,1,2,1,2,1,1.2689286197222218,LOW
2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1.5001911063888893,LOW
2,1,2,1,2,2,2,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1.3769111078317897,LOW
2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1.0341352592592594,LOW
1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1.4898136339506174,LOW
1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,1,0.9965780070447529,LOW
2,2,1,2,1,1,2,1,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,0.9377306582098768,LOW
2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,0.9001701235185189,LOW
1,2,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,2,0.9047672197530865,LOW
2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1.1234355930246913,LOW
2,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,2,1,2,2,1,2,1.0862291954089507,LOW
1,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,2,1,1,2,1,1,1,1,2,1.2715227375000004,LOW
1,2,1,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1.5523496041666662,LOW
2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,1.1559523680246913,LOW
2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1.3460317361111112,LOW
1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1.141482602777778,LOW
2,1,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,1,1,2,1,1.2979820419753088,LOW
2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,0.8810500593981481,LOW
1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1.21095259,LOW
2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,1,1,1.3954029337654317,LOW
2,1,1,2,1,1,2,2,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,1.088488549058642,LOW
1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,2,1,1.3277435129629631,LOW
1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,2,1,2,0.9754623075000003,LOW
2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1.6139697167746907,LOW
2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,1,1,0.967783499675926,LOW
2,2,2,2,1,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,1,2,2,1,1,2,1.2846436892592592,LOW
2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,1.1535842545138888,LOW
1,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1.0918761035648148,LOW
2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1.2954204558641975,LOW
1,2,1,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1.0470548251234566,LOW
1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,1,2,1,1.2062899035185186,LOW
1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,0.9056674663194444,LOW
2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,2,1.1576903371141976,LOW
2,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1.0883442302777775,LOW
2,1,1,2,1,1,1,2,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,1,2,1,1.2950914293981486,LOW
2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,1,2,2,1,2,1,2,1.391340090833333,LOW
2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1.070364243942901,LOW
1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,1.3937635250000002,LOW
2,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,1,1,1.1597543316666667,LOW
2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1.7613297094444444,LOW
2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1.6825498186728396,LOW
2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,2,1.5269531776234566,LOW
2,1,1,1,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,1.3246696068287036,LOW
1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,0.9834508208333332,LOW
2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1.0807949268518517,LOW
1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,1,1,1,2,1,0.958560653912037,LOW
2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,2,1,2,2,1,2,2,1,1,1,2,1,0.986362408888889,LOW
2,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,0.8493751484259259,LOW
2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,2,1.0765701916666663,LOW
2,2,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,1,2,1.2642064705246914,LOW
1,2,1,1,2,1,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1.5937345080555556,LOW
2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1.0398350925925928,LOW
2,1,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1.5142345111111108,LOW
1,2,2,1,1,2,1,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,1.360306380740741,LOW
2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1.2413196410185188,LOW
2,1,2,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1.4917972068518524,LOW
1,2,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,1,1,0.9443064140277778,LOW
